腾迅体育,#genre#
 2025-07-26 19:30:00_女篮非洲杯C组小组赛_几内亚 vs 塞内加尔,http://one.loiey.top:55488/txsport/160009:127706/341775/1387724100.m3u8?txtoken=a888b23bfdada114aa8a49b15e9f4f88a4d62a915b531e028d1fb4fe2a637f51a35e1f68c83f599213827dacb0ce3c94e892a6b277da3c620ac30768615a501c334e20d0d6927b6881485f5e92cad42563cbe03d7cf4dd00ed4c9f82a904d5606053e14a6c83752123ffacd32326fe764842e215a91ea900b2de6e3c70
 2025-07-26 19:30:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 天津荣钢 VS 北京首钢,http://one.loiey.top:55488/txsport/100002:20255468/342948/1772687100.m3u8?txtoken=e9d72e0217a53478f3a299ccc44db07b94d504113a4baf5ff9ebd2e7794b9386434f289ed3d7f89c508f49c66ec6cfc508b272190e475db9857f72bced2dd9b0c35626a98a14064f2a7d75bdb4270129ddeff96f974230215840b997a5f7416b9fae0ad580d3bc4275eb306d6eb90f96da104a7ec60bab63951811a26c
 2025-07-26 20:00:00_全国U21青年篮球锦标赛_全国U21青年篮球锦标赛 苏科雄狮 VS 黑龙江男青,http://one.loiey.top:55488/txsport/100002:20255454/342925/1772686200.m3u8?txtoken=573c5f1ac497e732a5d11d0b4210377236920682706f9e590b651c0ae89c6bb91f2ffb577f9326ddcef4fa2d96d682901d2f1d6c3fdfd29fa967897f6c8aff3cf07058a1b767c57139e2a1642a47f045504289287225fe874f6be34dc0373cb9150f03413bbf8715f93b0709210584a2f92cc0abe2d46533e4cf4abaa2
 2025-07-26 20:00:00_NBA经典赛_NBA历史精彩回顾：库里50分刷新抢七大战得分新高,http://one.loiey.top:55488/txsport/100002:20255487/343059/1388159900.m3u8?txtoken=af011516d209914301ae032ec0209671ac3d026862ac5e0e37a1eb88a45ee09754926a7a6d5620ba3ae620e9ab614db3bd6d7f6e8046c887a6d1d851d17bbbfb0e34bd125718ba3d4cad6997c7376f1c3ef396d7042f87c7f4a1a75d1d16ff95b04ac541286a4648defc18fa7fd4d5d353f139b33cd8ba5a547530266c
 2025-07-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_刘耀,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394400.m3u8?txtoken=a2c03813462cbde4a704e8bd35ebaf41a253c54cd9ef2dc07589a87bda8bea57936dc297852d3df29d23ff2a6768130f09786760ccf8ad8e8f43b35e2928df864a6b473e5c4d6f52031888cd4afc50ffc162e5f70dee11e2f835816fd71b6fbd18c654dcb781321315edb7e8c0a04012c0fafc94a9a7448c0eb1e755fb
 2025-07-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_车手位置,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394500.m3u8?txtoken=3b5e671d0b23bd141ddf97fd65a291f8ecd31c5c22e18b7e73279abfa6adf37bbd3dfcddaf95e7eed5f096e25e4aa324b1521e663c04aaffeba8188e68b3ac6433a40688040332a2a2c33bbccfb8e16042ff0c50747ca99ea1482ca4d8b5cd0cf9dd95a1a698ce1fd3edff47f09e3f35d9fc838617305d391774a12074
 2025-07-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_维修区,http://one.loiey.top:55488/txsport/100360:2100186/341722/1772394600.m3u8?txtoken=3f6de18b42b5da99e0077f4764be6d4e1e6f8e995a1a9b9dd0bccde55166916f84f9fe8867a1dae1bb1d713394f3470f58278d47bca496119e8c63b771664ce4f07e6ed1ea9d1ce5ad9fee05867c2958fc4f06433e66655a077aa0c842c622682d2fd956024ac033182718b353252aa97fa577169eed8332f40d74c3d9
 2025-07-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_车载镜头,http://one.loiey.top:55488/txsport/100360:2100186/341722/1387709700.m3u8?txtoken=06198bcd34db7afae1588cfc9567382f0285e6732c3efefc8596914f0dda1323add58a6a246c9ac445c21d8747ca831c1c4c58a3a0e4e7501f9eff1087e09fff281cef289b0d57877bcaafb4e26ab388992c7a1a5f6f3d8df6e67b17658024b99dbdcb91cce09167457ecb15b37fd06ffc28b594742143f05dc650cf80
 2025-07-26 22:00:00_F1比利时站_F1比利时大奖赛排位赛_圈速信息,http://one.loiey.top:55488/txsport/100360:2100186/341722/1387709800.m3u8?txtoken=7e66960fb58779641a7a019f8102527a79ed39cf438e546ccd4fc069f2a9eed1cbe5238da507fe2f37ed0796ddf9c29c1b57d2aadd9438d185e1bdab6273636890ac6474d174bb5e6b53adf7b8d86059032edd3db14a4add1b34c1cf60edbc2d382157315840d8d09bfccdf9a3cece1653bfe9354432669ae8f2804233
 2025-07-26 22:30:00_女篮非洲杯D组小组赛_卢旺达 vs 尼日利亚,http://one.loiey.top:55488/txsport/160009:127709/341776/1387724200.m3u8?txtoken=90b9362a5a4c03b0a259b8f8fe37846e181a3cfb8239b8bbdcb4dbfc5ff835c836cdf889d228de41b70d9dc7065f410f2d2d3a6c298b39d81331a6f6cd5ce6b5316077ac7898daa74d8a67ef16b24e86535abc8b13a11b89e697f73f0057a3e4e4c99d9dbd6a8950805ca4aff7d6fb9b4e046085aa3ad4c625d2ebaf83
 2025-07-27 00:00:00_赛车_FE电动方程式世界锦标赛伦敦站第一回合正赛,http://one.loiey.top:55488/txsport/100002:20255195/341727/1387710100.m3u8?txtoken=900b5fb7f71ce25c23b1a20750e4155c2d732a16375650d08e6e09a2aacafea58bba2c0c3d0dcd4f509970d6e6beea14b5123195d3d8e71a3d3ddc96ec2b3e5d4c39df2d659751b99e97ca99237ed50b2144d63e2447a707af99b6fa29935d54b3aa518c2e912cd64b614adcdfc7299c8241e0a24867d4faecc06c5e25
 2025-07-27 02:30:00_女篮非洲杯A组小组赛_埃及 vs 科特迪瓦,http://one.loiey.top:55488/txsport/160009:127700/341777/1387724500.m3u8?txtoken=614446833ca46815bda522e5a05c7df06f54bdec411018818291021b2cd6114be33bead9e51d336724f8b4842a0798a9e6540054f88764b90a5c27df8965087d094fad6d2638fc80e5b437cda1f1d46dee7ee3ec6644d0b7f922a1443b5005b94501a0fd2392bb5fbdef5b7eb55bd1965ae0380a5a9814d4b2e6d4e19c
 2025-07-27 05:30:00_女篮非洲杯B组小组赛_南苏丹共和国 vs 马里,http://one.loiey.top:55488/txsport/160009:127703/341778/1772407300.m3u8?txtoken=7ccde5d235ef23b4698582186af9c39ca3d9b9d4564e100e416ebeeda7037f9c2afdff64fdaba1130d347091a7b19776fe6fd340f008f34595652f5140cac9e419de694f51a8af3d93bab689c90f8fc9c0a32663e48dc2499c24ff55a92bba02fc2fbec59b0f23d2f95007e93f3535614763398d9f7c27ef9a5550ad26
